"","Normalized.0","Normalized.1","Normalized.2","Normalized.3","Normalized.4","Normalized.5","Normalized.6","Normalized.7","Normalized.8","Normalized.9","Normalized.10","Normalized.11","Normalized.12","Normalized.13","Normalized.14","Normalized.15","Normalized.16","Normalized.17","Normalized.18","Normalized.19","Normalized.20","Normalized.21","Normalized.22","Normalized.23","Normalized.24","Normalized.25","Normalized.26","Normalized.27","Normalized.28","Normalized.29","Normalized.30","Normalized.31","Normalized.32","Normalized.33","Normalized.34","Normalized.35","Normalized.36","Normalized.37","Normalized.38","Normalized.39","Normalized.40","Normalized.41","Normalized.42","Normalized.43","Normalized.44","Normalized.45","Normalized.46","Normalized.47","Normalized.48","Normalized.49","Normalized.50","Normalized.51","Membership","Predicted"
"193",0.38,0.03,0.28,0.62,0.36,0.59,0.46,0.51,0.31,0.56,0.72,0.51,0.62,0.62,0.56,0.36,0.64,1,0.56,0.51,0.74,0.64,0.36,0.64,0.31,0,0.23,0.28,0.03,0.28,0.44,0.03,0.46,0.26,0.21,0.13,0.21,0.1,0.36,0.44,0.28,0.15,0.49,0.56,0.36,0.08,0.49,0.23,0.31,0.36,0.03,0,2,2
"194",0.67,0.75,0.5,0.17,0.75,0.96,0.79,0.63,0.58,0.75,0.63,1,0.75,0.54,1,0.96,0.92,1,0.42,0.58,0.83,0.25,0.54,0.5,0.17,0,0.08,0.42,0.08,0.25,0.04,0.42,0.13,0,0.75,0.38,0.75,0.33,0.17,0.38,0.96,0.38,0.42,0.54,0.25,0.5,0.08,0.67,0.17,0.58,0.38,0.33,2,2
"195",0.33,0.33,0.58,0.42,0.42,0.25,0.25,0.58,0.25,0.42,0.67,0.42,0.42,0.25,0,0.83,0.58,0.33,1,0.33,0.42,0.25,0,0.25,0.58,0.58,0.42,0.33,0.67,0.08,0.33,0.25,0,0.25,0.25,0.08,0.67,0.25,0.5,0.42,0.33,0.25,0.25,0.33,0.33,0.25,0.25,0.5,0.42,0.17,0.33,0.17,4,4
"196",0.86,0.55,0.72,0.48,0.93,0.59,0.86,0.9,0.62,0.72,0.66,0.31,0.69,0.55,0.48,0.41,1,0.52,0.41,0.28,0.45,0.59,0.14,0.28,0.9,0,0.79,0.41,0.14,0.34,0.45,0.1,0.31,0.52,0.72,0.31,0.38,0.14,0.62,0.41,0.38,0.69,0.31,0.38,0.83,0.69,0.41,0.34,0.34,0.41,0.55,0.34,2,2
"197",0.25,0.38,0.38,0.88,0.38,0.56,0.44,1,0.5,0.63,0.63,0.25,0.44,0.81,0.81,0.13,0.44,0.69,0.06,0.31,0.63,0.56,0.69,0.56,0.63,0.63,0.13,0,0.25,0.25,0.56,0.5,0.94,0.38,0.31,0.44,0.31,0.25,0.69,0.69,0.25,0.38,0.5,0.19,0.88,0.56,0.63,0.94,0.25,0.25,0.13,0.5,2,2
"198",0.24,0.94,0.06,0.35,0.29,0.53,0.47,0.41,0.29,0.76,0.41,0.35,0.65,0.53,0.71,0.71,0.24,0.18,0.41,0.88,0.29,0.35,0.65,0.71,0.82,1,0.35,0.29,0.59,0.29,0,0.24,0.24,0.29,0.71,0.29,0.41,0.29,0.12,0,0.41,0.35,0.24,0.29,0.76,0.29,0.35,0.24,0.24,0.47,0.35,0.76,4,4
"199",0.5,0.13,0.13,0.75,0.38,0.88,0.13,0.5,0.5,0.63,0.38,0.63,0.88,0.5,0.38,0.13,0.25,0.25,0.63,0.63,0.38,0.25,0.25,0.88,0.63,1,0.13,0.38,0,0.38,1,0.25,0.13,0.25,0.13,0.25,0.13,0.5,0.5,0.25,0.25,0.38,0.75,0.25,0.88,0.5,0.38,0.5,0.25,0.13,0.38,0.25,4,4
"200",0.43,0.3,0.53,0.4,0.7,0.3,0.33,0.5,0.4,0.23,0.3,0.57,0.43,0.37,0.37,0.37,0.37,0.4,0.57,0.63,0.7,0.53,0.6,0.47,1,0.63,0.17,0.2,0.1,0,0.3,0.47,0.43,0.3,0.27,0.13,0.37,0.43,0.17,0.53,0.2,0.33,0.53,0.23,0.33,0.27,0.43,0.6,0.6,0.37,0.6,0.7,4,4
"201",0,0.25,0.25,0.5,0.5,0.5,0.13,0.25,0.13,0.75,0.75,0.5,0.25,0.25,0,0.13,0.75,0.25,0.5,0.25,0.38,0.75,1,0.63,0.5,0.25,0.13,0.13,0.63,0,0.25,0.13,0.25,0.25,0.38,0.13,0.38,0.5,0.5,0.13,0.5,0.38,0.5,0.5,0.38,0.5,0,0,0.13,0.75,0,0.38,4,4
"202",0.25,0.25,0.25,0.3,0.3,0.3,0.5,0.45,0.75,0.55,0,0.55,0.65,0.6,0.7,0.75,0.6,0.5,0.35,0.95,0.9,0.85,0.55,0.6,0.75,1,0.2,0.55,0.5,0.25,0.2,0.45,0.4,0.45,0.35,0.05,0.3,0.8,0.45,0.25,0.5,0.45,0.25,0.6,0.8,0.45,1,0.75,0.35,0.8,1,0.9,4,4
"203",0.89,0.67,0.22,0.56,0.56,0.89,0.67,0.56,0.44,0.22,0.44,0.78,0.22,0.44,0.78,0.78,0.33,0.78,1,0.67,0.56,0.22,0.67,0.89,0.56,0.78,0.22,0.56,0,1,0.11,0.11,0.78,0.89,0.22,0.56,0.67,0.67,0.22,0.78,0.22,0.67,0.67,0.78,0.56,0.33,0.56,0.67,0.78,0.67,0.44,0.67,2,2
"204",0.2,0.4,0.2,0.2,0.2,0.6,0.8,0.4,0.4,0.2,0,0.2,0.6,0.4,0.2,0.4,1,0.6,0.4,1,0,1,0.6,0.2,1,0.8,1,0,0.4,0.8,0.8,0.4,0.2,0.6,0.2,0.6,0.4,0.4,1,0,0.2,0.6,0.2,0.4,0,0.4,1,0.8,0.4,0.2,0.6,0.8,4,4
"205",0.26,0.09,0.09,0.35,0.13,0.04,0.43,0.17,0.39,0.26,0.3,0.3,0.3,0.17,0.48,0.35,0.35,0.43,0.48,0.13,0.35,0.43,0.22,0.91,0.87,1,0.09,0.13,0.09,0.09,0.22,0.48,0.17,0.35,0.22,0.26,0,0.26,0.17,0.04,0.09,0.39,0.13,0.65,0.39,0.17,0.35,0.3,0.3,0.26,0.74,0.52,3,3
"206",0.17,0,0.17,0.5,0.17,0.5,0.67,0,0.67,0.83,0,0.33,0.5,0.5,0.33,0.33,0.67,0.33,0.5,0.33,1,0.5,0.83,0.83,0.67,0.17,0.17,0.5,0.5,0.33,0.33,0.17,0.17,0.17,0.33,0,0.17,0.5,0.5,0.67,0.33,0.33,0.33,0.5,1,0.33,0.33,1,1,0.67,0.17,0.83,4,4
"207",0.09,0.36,0.64,0.55,0.18,0.36,0.09,0.45,0.55,0.45,0.82,0.09,0.82,0.36,0.27,0.55,0.55,0.45,0.27,0.36,0.18,0.36,0.55,0.55,0.82,0.91,0,0.18,0.27,0.27,0.36,0.27,0.09,0.27,0.36,0.36,0.18,0.36,0.73,0.18,0,0.36,0.55,0.36,0.55,0.73,0.64,0.18,0.45,0.82,0.82,1,4,4
"208",0.42,0.31,0.58,0.5,0.5,0.42,0.5,0.36,0.11,0.31,0.78,0.58,0.44,0.5,0.72,0.39,0.5,0.83,0.25,0.47,0.97,0.72,0.97,1,0.67,0.94,0.11,0,0.33,0.25,0.31,0.19,0.17,0,0.22,0.28,0.08,0.5,0.28,0.42,0.33,0.39,0.44,0.61,0.31,0.33,0.67,0.5,0.47,0.58,0.67,0.83,4,4
"209",0.62,0.15,0.15,0.54,0.92,0.62,0.15,0.54,0.31,0.77,0.69,0.23,0.54,0.62,0.54,0.54,0.38,0.85,0.46,0.69,0.62,0.46,0.54,0.92,0.31,0.85,0.31,0.15,0.31,0.08,0.46,0.46,0.08,0,0.38,0.46,0.38,0.46,0.38,0.15,0,0.69,0.15,0.54,0.23,0.31,0.31,1,0.15,0.69,0.62,0.85,4,4
"210",0.63,0.42,0.26,0.53,0.16,0.37,0.63,1,0.26,0.37,0.47,0.53,0.58,0.53,0.84,0.32,0.32,0.68,0.53,0.63,0.47,0.68,0.47,0.63,0.74,0.53,0.26,0.37,0.21,0.16,0.26,0.32,0.37,0,0.21,0.63,0.42,0.32,0.32,0.26,0.47,0.37,0.26,0.32,0.47,0.53,0.37,0.21,0.68,0.79,0.74,0.53,4,4
"211",0.73,0.53,0.33,0.53,0.67,0.67,0.87,0.67,0.4,0.47,1,0.53,0.13,0.53,0.67,0.47,0.33,0.47,1,0.73,0.93,0.6,0.87,0.33,0.53,0.53,0.4,0.33,0.6,0.6,0.2,0.47,0,0.4,0.4,0.73,0.53,0.33,0,0.4,0.27,0.07,0.4,0.27,0.47,0.13,0.27,0.93,0.2,0.4,0.4,0.67,2,2
"212",0,0,0,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,1,0,0,0,0,0,0.33,0.33,0,0,0.33,0,1,0.33,0,0.33,0.67,0.33,0,0,0,0.33,0.33,0,0.33,0,0.33,1,1
"213",0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,1,1
"214",0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0,0,0,1,1
"215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,1,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0.5,1,1
"217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
"218",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,1,1,1
"219",0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,1,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,1,1
"220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0.5,1,0.5,0,1,0,0,0,1,1
"221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,1,0.5,0,0.5,0,1,1,1
"222",0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,1,1
"223",0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,1,1
"224",0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0.5,0,0.5,0,0.5,0.5,0.5,1,1,0,1,0.5,0,3,3
"225",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,3,3
"226",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"227",0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,1,1
"228",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"229",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
"230",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"231",0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0.5,0,0,0,0,0.5,1,1
"232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
"234",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"235",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3
"236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,1
"238",0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,1,1
"239",0,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,1,1
"240",0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.33,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,1,1,1
"241",0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,1,0,1,1
"242",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0.5,1,0.5,1,1
"243",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
"244",0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,1,1
"245",0.67,0,0,0,0,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0.67,0,1,1
"246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1
"247",0.33,0.33,0,0,0,0,0,0.33,0,0,0,0,0.33,0,0,0,0,0,0.67,0.33,0,0.33,0.33,0,1,0.33,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0.67,0.33,0,1,1
"248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0.5,1,1
"249",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,1,0,0.5,0,1,1,1
"253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
"254",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"255",0.13,0,0.13,0,0.13,0.13,0,0,0,0,0,0,0,0.13,0,0.25,0,0.25,0,0.13,0.25,0,0.13,0,0.38,0.13,0,0.13,0,0,0.13,0.13,0.38,0.13,0,0.13,0.38,0,0,0.25,0.25,0.13,0.25,0,0,0.5,0,0.25,0.25,0.25,0.25,1,1,1
"256",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
"257",0,0,0,0,0.33,0.33,0.33,0,0.33,0.33,0,0.67,0,0,0.33,0.67,0,0,0.67,0,0.33,0,0,0,0.67,1,0,0,0,0.33,0,0.33,0,0,0,0,0.67,0.33,0.67,0,0.33,0,0,0.33,0,0.33,0.33,0,0.33,0,0.67,0.67,3,3
"258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"260",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"261",0.43,1,0.32,0.39,0.29,0.54,0.71,0.39,0.5,0.39,0.46,0.36,0.68,0.57,0.57,0.57,0.64,0.57,0.5,0.43,0.57,0.43,0.43,0.64,0.93,0.79,0.11,0.25,0.29,0.61,0.29,0.32,0.14,0.57,0.43,0.29,0.18,0.36,0.18,0,0.29,0.29,0.36,0.14,0.61,0.21,0.5,0.39,0.43,0.36,0.71,0.93,4,4
"262",0.24,0.36,0.4,0.2,0.5,0.42,0.36,0.36,0.5,0.42,0.3,0.24,0.32,0.36,0.4,0.8,0.56,0.3,0.46,0.58,0.74,0.4,0.52,0.42,1,0.76,0.2,0.24,0.24,0.32,0.14,0.22,0.16,0.28,0.3,0,0.08,0.06,0.2,0.5,0.42,0.38,0.4,0.38,0.36,0.3,0.36,0.34,0.32,0.78,0.6,0.6,4,4
"263",0.24,0.06,0.29,0.32,0.06,0.41,0.09,0.09,0.38,0.24,0.26,0.26,0.18,0.06,0.38,0.12,0.18,0.21,0.47,0.38,0.59,0.26,0.32,0.5,1,0.65,0,0,0.09,0.18,0.09,0,0.15,0.12,0.03,0.15,0.29,0,0.15,0.29,0.09,0.26,0.21,0.09,0.29,0.24,0.29,0.26,0.12,0.26,0.29,0.38,3,3
"264",0.33,1,0.42,0.42,0.42,0.5,0.67,0.17,0.92,0.25,0.33,0.92,0.25,0.42,0.92,0.08,0.83,0.58,0.67,0.08,0.17,0.83,0.75,1,0.75,1,0.5,0.5,0.42,0.33,0.08,0.17,0.17,0,0.25,0.17,0.08,0.42,0.25,0.25,0.5,0.08,0.5,0.25,0.75,0.25,0.67,0.25,0.33,0.58,0.67,0.42,4,4
"265",0,0.17,0.17,0.83,0.33,0.17,0.5,0,0.5,0.17,0.5,0.17,0.17,0.33,0.5,0,0.33,0.5,1,0.5,0.17,0.5,0.5,0.5,0.17,0.33,0,0,0.33,0.17,0,0.17,0.33,0,0,0.33,0.17,0,0.17,0.83,0.17,0.33,1,1,0.17,0.17,0.67,0.33,0.67,0.33,0.33,0.5,4,4
"266",0.24,0.35,0.29,0.76,0.88,0.47,0.24,0.65,0.53,0.71,0.24,0.71,0.41,0.18,0.59,0.47,0.18,0.18,0.29,0.47,0.47,0.35,0.76,0.41,0.53,0.94,0.41,0.18,0.41,0.35,0.59,0.29,0.41,0.47,0.29,0.29,0.35,0.53,0.12,0.53,0.29,0,0.18,0.35,0.41,0.71,0.47,0.47,0.59,0.65,0.18,1,4,4
"267",0.33,0.83,0.83,0.08,0.33,0.08,0,0.33,0.33,0.67,0.75,1,0.83,0.5,0.42,0.42,0.25,0.33,0.58,0.17,0.25,0.42,0.75,0.33,0.75,0.75,0.5,0.33,0.17,0.42,0.42,0.58,0.5,0.42,0.33,0.83,0.25,0.5,0.33,0.5,0.42,0.25,0.58,0.17,0.08,0.42,0.17,0.17,0.92,0.5,0.25,0.83,4,4
"268",0.35,0.35,0.35,0.19,0.35,0.58,0.23,0.15,0.31,0.35,0.19,0.46,0.77,0.42,0.38,0.42,0.58,0.12,0.35,0.46,0.38,0.65,0.62,0.27,1,0.46,0.23,0.31,0,0,0.27,0.15,0.04,0,0.04,0.73,0.38,0.19,0.31,0.23,0.04,0.15,0.15,0.65,0.31,0.31,0.42,0.62,0.81,0.54,0.81,0.5,4,4
"269",0.14,0.33,0.1,0.38,0.52,0.33,0.29,0.52,0.38,0.14,0.29,0.38,0.38,0.38,0.14,0.43,0.52,0.57,0.71,0.62,0.24,0.57,0.67,0.48,0.86,1,0.38,0,0.05,0.33,0.29,0.71,0.29,0.29,0.24,0.33,0.19,0.38,0.1,0.52,0.1,0.38,0.76,0.33,0.52,0.48,0.14,0.33,0.52,0.57,0.48,0.48,4,4
"270",0.57,0.21,0.46,0.32,0.68,0.39,0.21,0.14,0.68,0.11,0.36,0.43,0.21,0.57,0.32,0.57,0.46,0.25,0.07,0.36,0.5,0.68,0.5,1,0.5,0.61,0,0.25,0,0.21,0.29,0.39,0.14,0.46,0.39,0.18,0.54,0.18,0.11,0.04,0.39,0.32,0.36,0.18,0.25,0.04,0.07,0.29,0.46,0.43,0.32,0.75,4,4
"271",0.25,0.25,0.38,0.63,0,0.88,0.38,0.25,0,0.5,0.25,1,0.5,0.38,0.38,0.63,0.25,0,0.38,0,0.13,0.25,0.13,0.63,0.13,0.88,0.13,0.5,0.13,0,0.5,0.13,0.25,0.25,0.13,0.25,0,0,0.5,0.63,0,0.13,0.5,0.38,0.13,0.38,0.25,0.13,0.13,0.25,0.63,0.5,4,4
"272",0,0,0,1,0,0.33,0,0,0,0,0,0,0,0.33,0,0,0,0.33,0,0,0,0,1,0,0,0.33,0,0.33,0,0.67,0.33,0,0,0,0,0.33,0.33,0,0,0,0,0.33,0.33,0,0,0,0.67,0,0,0.33,0,0,1,1
"273",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,1,0,0,0,1,1
"274",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,1,0,0.5,1,1
"275",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,1
"276",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1
"278",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
"279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"280",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"281",0.25,0,0.75,0.25,0,0,0.25,0.5,0,0,0.25,0,0,0.25,0.25,1,0.25,0.25,0.25,0.25,0,0,0.25,1,0.5,0.5,0,0,0,0.5,0,0.5,0.25,0.25,0.25,0,0.25,0.25,0.25,0,0,0,0.25,0.5,0,0.5,0,0.5,1,0,0,0.25,3,3
"282",0,0,0,0,1,0.33,0.67,0,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0.33,0.33,0,0.33,0,0.67,0,0,0.67,0.33,0.33,0,0.33,0.33,0,0,0.67,0.33,0,0.33,0,0.33,0,0,0.67,0,0.33,0,0.33,1,0.33,0.33,3,3
